iso,country,antimony_us,antimony_cn,beryllium_us,beryllium_cn,bismuth_us,bismuth_cn,cadmium_us,cadmium_cn,chromium_us,chromium_cn,cobalt_us,cobalt_cn,graphite_us,graphite_cn,lithium_us,lithium_cn,magnesium_us,magnesium_cn,manganese_us,manganese_cn,molybdenum_us,molybdenum_cn,niobium_us,niobium_cn,palladium_us,palladium_cn,platinum_us,platinum_cn,ree_us,ree_cn,rhodium_us,rhodium_cn,titanium_us,titanium_cn,tungsten_us,tungsten_cn,uranium_us,uranium_cn,zirconium_us,zirconium_cn,crit_us,crit_cn,aluminum_us,aluminum_cn,copper_us,copper_cn,gold_us,gold_cn,silver_us,silver_cn,nickel_us,nickel_cn,zinc_us,zinc_cn,lead_us,lead_cn,steel_us,steel_cn,tin_us,tin_cn,metals_us,metals_cn,coffee_us,coffee_cn,maize_us,maize_cn,milk_us,milk_cn,palm_us,palm_cn,pork_us,pork_cn,poultry_us,poultry_cn,rice_us,rice_cn,soy_us,soy_cn,sugar_us,sugar_cn,wheat_us,wheat_cn,beef_us,beef_cn,ag_us,ag_cn,gas_us,gas_cn,oil_us,oil_cn,coal_us,coal_cn,energy_us,energy_cn,mil_ex_us,mil_ex_cn,arms_ex_us,arms_ex_cn,arms_im_us,arms_im_cn,arms_us,arms_cn,unga_us,unga_cn,aid_us,aid_cn,trade_us,trade_cn,fdi_us,fdi_cn,student_in_us,student_in_cn,student_out_us,student_out_cn,students_us,students_cn,overall_us,overall_cn,resources_us,resources_cn,mil_us,mil_cn,diplo_us,diplo_cn,soft_us,soft_cn
CHE,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.004,,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.48,0.06,0.22399999999999998,0.008,0.0,0.004,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0411764705882353,0.12108703130374958,0.0,0.0,0.0,0.0,0.12,0.836,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02440884820747521,0.16323417238749047,0.02,0.008,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011286681715575623,0.006772009029345374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9522409037538035,0.0,1.0,0.0,0.3,0.3,0.8125,0.18749999999999997,0.35869565217391297,0.4146341463414634,0.009900990099009901,0.0,0.9310696337288461,0.8732229572561946,0.9154111537817385,0.6054029578674734,0.673716454447501,0.25399374731908103,0.7187812095610498,0.7523842187958341,0.7098035783087294,0.5129851919629801,0.5984081011162745,0.3621762117601153,0.03089329801222818,0.11698445871190348,0.9411951486686952,0.09999999999999999,0.20804227662030003,0.23402663474487503,0.8521802165705791,0.6639369262885186
SYR,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4422069815053778,0.0,0.0,0.02,0.0,0.0,0.0,0.012499999999999999,0.02173913043478261,0.7439024390243903,0.009900990099009901,0.0,0.1574169186734467,0.45144714449620166,,,0.5797176620598946,0.0,0.0,0.0,0.2955018752091473,0.0,0.12798561231182784,0.16680303969722163,0.0,0.0,0.23584372346953483,0.006666666666666666,0.017858227540545467,0.41987131527757,0.22648210094735355,0.22574620248301558
TJK,Tajikistan,0.004,0.22399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006535947712418302,0.038527691778465774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5346556376275643,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.7804878048780486,0.16831683168316833,0.18999999999999997,0.2314385117260119,0.5265619972691095,,,0.44462885175754285,0.042948331974208206,0.05841635572659338,0.29727325569142715,0.2564193086654288,0.17342255329015915,0.10872038053902504,0.3098470152011618,0.00026266648341281916,0.015483497969597759,0.0,0.2851496734013676,0.16862054303589868,0.547759988029328,0.24395336563245318,0.3500273642485401
TZA,United Republic of Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006772009029345374,0.002257336343115125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5346556376275643,0.1904481807507607,0.0,1.0,0.0,0.0,0.0,0.625,0.10869565217391303,0.7439024390243903,0.25742574257425743,0.15,0.45052548870480924,0.6083338668760453,,0.37797864836111966,0.6202450675397322,0.1468413169092393,0.0,0.0,0.3161600767793733,0.07485003018655272,0.23121043001183506,0.3481066715216588,0.002721533089988352,0.0009071776966627841,0.2851496734013676,0.4349056964004057,0.20664520439774037,0.5045338919646866,0.38338121531313346,0.3537563112568398
THA,Thailand,0.272,0.024,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.04640522875816994,0.052287581699346414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.004,0.0,0.06,0.008,0.012967200610221205,0.0015255530129672007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.26,0.02,0.0,0.0,0.012,0.11199999999999999,0.0,0.0,0.0,0.0,0.1534988713318285,0.07900677200902935,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.004,0.3808963615015214,0.7440602063258983,0.34,0.24,0.0,0.0,0.2125,0.15,0.18478260869565216,0.7195121951219513,0.009900990099009901,0.0,0.8925330043114695,0.9278939324657238,0.49748330710665944,0.33901767063054555,0.9151769396965312,0.4002315092058688,0.5580417094137732,0.8151792180602916,0.7509498190175959,0.6195363235618601,0.3944511111609178,0.4565860565444341,0.0855486586408924,0.05498514575182859,0.3164780594674781,0.4768321100404791,0.10988276741784607,0.4061050426455185,0.7137269253376763,0.6288790183847152
TGO,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8844139630107556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826084,0.5975609756097561,0.0297029702970297,0.03,0.5195713574277278,0.5491579502607283,,,0.41943381672554025,0.0,0.0,0.0,0.21379972955821638,0.0,0.25153399735368737,0.16250392133458905,0.0,0.0,0.47168744693906967,0.0,0.11492437587317011,0.3542061948226844,0.36672230606901335,0.2746065034325612
TON,Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49230140557128116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14130434782608695,0.5243902439024389,0.07920792079207921,0.18000000000000002,0.18235162110613892,0.07429931295402362,,,0.33252819814467766,0.0,0.0,0.0,0.16950097011451576,0.0,0.1470295405623794,0.10753639098466937,0.0,0.0,0.2625607496380166,0.0,0.12446091234890358,0.3975699536136465,0.17594393334907873,0.03715338096818791
TTO,Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.009153318077803204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.5346556376275643,0.0,0.0,0.42,0.0,0.0,0.0,0.26249999999999996,0.18478260869565216,0.7317073170731708,0.009900990099009901,0.01,0.7259885524202192,0.3870974467753394,,0.0,0.6909079960048988,0.0,0.0,0.0,0.35217938278952765,0.0,0.25198412141011667,0.1746709546088263,0.0068935706596879006,0.0,0.2851496734013676,0.13999999999999999,0.10988276741784607,0.41863235074068533,0.5391380142279362,0.12904541859183893
TUN,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006535947712418302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49230140557128116,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.15217391304347827,0.7195121951219513,0.039603960396039604,0.0,0.5665158147072025,0.49826403175113015,,,0.5432175261451833,0.023636172701671416,0.09564841896190027,0.042325099649800114,0.32565177351264235,0.03362271144505392,0.3040806530744394,0.17281716997982663,0.00026266648341281916,0.0,0.5958940829713499,0.0,0.10824272611310211,0.4061050426455185,0.4461285168694987,0.2659700341256843
TUR,Turkey,0.004,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.004,,0.008,0.016,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02091503267973857,0.07567939456484352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.011441647597254004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002257336343115125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5346556376275643,0.30185322482052046,1.0,0.0,0.0,0.0,0.625,0.0,0.3695652173913043,0.5243902439024389,0.009900990099009901,0.0,0.8317303236778159,0.7924076798736032,0.23725880897518054,0.28016254099132926,0.9704334535855407,0.28684648003973856,0.5939969337218499,0.7048461404386818,0.7974435545759583,0.5054995701548416,0.431894966564453,0.3113499612784678,0.013910671294266742,0.03041401386885275,0.618483006734701,0.16098838657094425,0.21417724594545343,0.29597486158910663,0.6222066030229763,0.5260760008770377
TKM,Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35200000000000004,0.0,0.0,0.0,0.0,0.0,0.35200000000000004,0.9251936426438162,0.0,0.0,0.62,0.0,0.0,0.0,0.38749999999999996,0.11956521739130434,0.8170731707317072,0.019801980198019802,0.24,0.43352972224575037,0.6893155999880572,,0.2214293862024761,0.40628998023167384,0.0,0.0,0.07235523575890879,0.20709986756405369,0.03688193278773774,0.23548540387349198,0.3445198074226245,0.0,0.14146166130680787,0.4934366094100353,0.20666666666666664,0.07866124035716454,0.5966302558731108,0.3203469085161796,0.31590730821693475
TUV,Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904481807507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22826086956521735,0.6829268292682927,0.0297029702970297,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.06192533333249085,0.09431163662010293,0.0,0.0,0.10157236306707237,0.0,0.14559922249893698,0.3854556336974413,0.0,0.0
UGA,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006535947712418302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013544018058690748,0.011286681715575623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.18749999999999997,0.0,0.07608695652173912,0.7073170731707318,0.396039603960396,0.08,0.36744197686015967,0.4165389790144786,,0.260971675391842,0.5945515103566644,0.07342065845461965,0.0,0.0,0.3030631938908793,0.03742501509327636,0.18565078301413793,0.19001686975059126,0.005705732663389523,0.00453588848331392,0.09999999999999999,0.0,0.2664763408856223,0.44437528056262154,0.335286196596037,0.23833578212763765
UKR,Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.055999999999999994,0.06,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.026143790849673207,0.01651186790505676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.005339435545385201,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018058690744921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3808963615015214,0.0,0.62,0.0,0.0,0.44999999999999996,0.38749999999999996,0.28124999999999994,0.4347826086956521,0.3780487804878048,0.039603960396039604,0.04,0.6300311996057005,0.6863754421978261,,0.03957204560249982,0.6922786983636132,0.1756455204128753,0.550830894923063,0.801138885281388,0.6336553807959378,0.4979003443367329,0.35048919747986496,0.24578103665423878,0.012652470196429845,0.013893206417415599,0.4098113928008114,0.14999999999999997,0.2677519285670898,0.2359539129133622,0.6319066365405218,0.40799017690886685
ARE,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0013071895424836605,0.00412796697626419,0.22,0.004,0.0,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.04271548436308162,0.002288329519450801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.08,0.0,0.0,0.004,0.08000000000000002,0.7617927230030428,0.0,1.0,0.02,0.0,0.0,0.625,0.012499999999999999,0.14130434782608695,0.7317073170731708,0.009900990099009901,0.0,0.8758731946282066,0.8749014772536843,0.48409453955021026,0.4352152201168569,0.7816689033163087,0.0,0.728188091005238,0.6021350692742619,0.7696256338547909,0.30692879266002215,0.4664756990485283,0.3072919104435681,0.019299338724648736,0.03472895700643614,0.7396227856016229,0.006666666666666666,0.08534289011723258,0.41298817896154427,0.7099356244727286,0.5390692030685156
GBR,United Kingdom,0.04,0.0,0.044000000000000004,0.0,0.084,0.0,0.032,0.0,0.012,0.0,0.14800000000000002,0.0,0.004,0.0,0.0,0.004,0.10400000000000001,,0.0,0.0,0.032,0.0,0.02,0.0,0.272,0.988,0.48,0.10400000000000001,0.027999999999999997,0.0,0.436,0.616,0.22399999999999998,0.004,0.096,0.0,0.012,0.0,0.0,0.0,0.3379084967320262,0.2951496388028897,0.0,0.0,0.0,0.0,0.0,0.004,0.012,0.0,0.004,0.008,0.0,0.0,0.004,0.0,0.02,0.0,0.0,0.0,0.007627765064836003,0.002288329519450801,0.004,0.012,0.0,0.0,0.004,0.027999999999999997,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006772009029345374,0.02483069977426637,0.0,0.0,0.004,0.024,0.0,0.0,0.004,0.024,0.5346556376275643,0.5346556376275643,1.0,0.0,0.3,0.3,0.8125,0.18749999999999997,0.5978260869565217,0.28048780487804875,0.009900990099009901,0.0,0.9996992609222326,0.9300797017158675,1.0,0.6128426045850494,0.9618070499538726,0.39335499588392714,1.0,1.0,1.0,0.7102405896220471,0.6667541815934641,0.45222146600143104,0.14319306797849812,0.13915835524841383,0.718483006734701,0.38514967340136763,0.3430116017736743,0.15831213526859192,1.0,0.7511295966483812
USA,United States of America,,0.004,,0.204,,0.008,,0.08,,0.0,,0.004,,0.0,,0.004,,,,0.0,,0.1,,0.0,,0.28,,0.012,,0.055999999999999994,,0.8440000000000001,,0.008,,0.0,,0.0,,0.064,,0.28689370485036125,,0.0,,0.008,,0.08,,0.008,,0.0,,0.004,,0.0,,0.0,,0.0,,0.01906941266209001,,0.044000000000000004,,0.024,,0.068,,0.0,,0.024,,0.032,,0.0,,1.0,,0.02,,0.052000000000000005,,0.0,,0.7133182844243794,,0.004,,0.016,,0.004,,0.024,,0.8731977670728026,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.701689020385816,,0.5051035320799425,,1.0,,0.7672026319384119,,0.5505601127658344,,0.41927363729681716,,0.46570547577216137,,0.0,,0.8230463915123238
URY,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,0.012,0.08800000000000001,0.0090293453724605,0.09932279909706548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19565217391304346,0.7195121951219513,0.009900990099009901,0.0,0.6231725493169838,0.6226524931393224,,,0.48687492414045414,0.0,0.0,0.0,0.248176763434458,0.0,0.149966296555114,0.19906824314666996,0.0036287107866511364,0.039915818653162495,0.0,0.0,0.11601773674299944,0.4061050426455185,0.435718335552521,0.3113574590213552
UZB,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005503955968352255,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007627765064836003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.03600000000000001,0.0,0.1904481807507607,0.4,0.18,0.0,0.09999999999999999,0.25,0.17499999999999996,0.10869565217391303,0.7682926829268294,0.0297029702970297,0.06999999999999999,0.4293548898587785,0.6093767730873295,,0.1738468389382125,0.5275984364246479,0.0,0.0,0.0,0.26893492733500635,0.0,0.15007078481707084,0.25475924575577824,0.0,0.016986142596308772,0.13333333333333333,0.1949056964004057,0.07811455992224987,0.4731467903636092,0.349179912611857,0.2611007117375981
VUT,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904481807507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.5121951219512194,0.13861386138613863,0.45999999999999996,0.18032948538770674,0.2579480324692012,,,0.0,0.0,0.0,0.0,0.0,0.0,0.10036811471402034,0.16988176360666574,0.0,0.0,0.10157236306707237,0.0,0.2009354309664095,0.5487236271135716,0.09017378228722799,0.12898694670639946
VEN,Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.004,0.0,0.0,0.0,0.009916094584286805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.124,0.0,0.0,0.168,0.124,0.30185322482052046,0.3808963615015214,0.0,0.46,0.0,0.0,0.0,0.2875,0.07608695652173912,0.7317073170731708,0.009900990099009901,0.049999999999999996,0.8608298899771636,0.7374271552969119,0.3764682471644545,0.4002652602846275,0.9195587084093447,0.09705683115629107,0.0,0.0,0.4687304536044797,0.04947317890338561,0.2852106990358452,0.3466627531147153,0.0715008702077056,0.04983308523308004,0.16098838657094425,0.35647805946747807,0.04853307416631233,0.4412090378572498,0.5687332103490912,0.39576153848167456
